BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.25,3,6,3,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,FALSE
9,9,11,2,16,5,0.36,8,2.0,5,1,26,3,0,3,0,17.75,15.27,4139.35,0.09,57,0.07,229.96,271.03,0.6,4,8,23,0.28,21,36,11,16,18,81.25,14,FALSE
1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,5,22.15,4.13,376.93,0.03,24,0.24,20.94,91.38,1,0,0,4,0.14,11,13,8,6,7,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
3,1,0,0,4,2,1,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76,0.5,1,2,7,2,7,12,5,11,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,2,0.2,1,6,1,5,5,66.67,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.25,4,6,4,5,4,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,1,1,4,1,4,1,0,0,FALSE
3,2,5,0,4,2,0.29,2,2.0,2,1,7,1,0,2,0,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,0.5,1,2,7,0.22,10,15,6,9,9,71.43,7,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
1,0,1,4,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.13,2,4,2,4,8,83.33,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,2,0.33,5,8,4,7,3,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.5,1,2,7,0.29,6,12,4,9,7,80,5,FALSE
5,8,25,47,8,3,0.11,4,2.0,2,0.67,18,1,0,3,0,33.63,18,10897.35,0.2,119,0.06,605.41,605.41,0.33,2,4,17,0.04,36,83,17,17,77,96,28,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,6,19.58,3.5,239.86,0.02,18,0.29,13.33,68.53,1,0,0,3,0.25,7,11,7,7,4,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.5,3,9,2,8,2,0,1,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
11,6,16,0,20,6,0.32,10,2.0,6,1,24,4,0,3,4,18.13,23.33,9871.1,0.14,88,0.04,548.39,423.05,0.67,5,10,20,0.27,35,53,12,16,22,84.21,19,FALSE
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,4,0.25,2,5,2,4,4,50,2,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,12.68,3,114.16,0.01,11,0.33,6.34,38.05,1,0,0,3,0.25,5,6,5,6,4,50,2,FALSE
3,0,1,0,6,2,1,2,3.0,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,FALSE
1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.2,4,6,4,5,5,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,50,2,FALSE
7,4,8,0,12,4,0.4,6,2.0,4,1,18,1,0,2,0,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,0.25,3,6,16,0.33,21,27,9,13,12,80,10,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80,5,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,3,17.43,2,69.74,0.01,11,0.5,3.87,34.87,1,0,0,3,0.25,5,6,5,4,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
3,4,5,2,4,2,0.29,2,2.0,2,1,8,1,0,2,11,34.97,4.78,799.32,0.06,36,0.21,44.41,167.18,0.5,1,2,8,0.12,17,19,16,9,17,77.78,7,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,4,2,0,0,1,0.33,0,0,1,1,7,1,0,1,1,11.15,1.67,30.96,0.01,8,0.6,1.72,18.58,1,0,0,8,0.2,5,3,3,2,5,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,FALSE
5,7,6,2,8,3,0.43,4,2.0,2,0.67,16,1,0,1,4,23.88,12.66,3824.79,0.1,61,0.08,212.49,302.21,0.33,2,4,15,0.2,27,34,16,15,15,88.89,7,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
5,0,7,0,6,3,0.33,2,3.0,1,0.33,8,3,1,2,4,12.51,18,4052.52,0.08,53,0.06,225.14,225.14,1,2,3,7,0.25,21,32,7,12,12,77.78,9,FALSE
9,1,11,0,14,5,0.36,6,2.33,3,0.6,17,3,0,3,6,12.25,16,3135.78,0.07,47,0.06,174.21,195.99,0.6,4,7,14,0.28,16,31,6,12,18,78.57,14,FALSE
5,3,1,0,8,3,1.5,2,4.0,3,1,9,1,0,1,1,11.83,3.75,166.42,0.01,14,0.27,9.25,44.38,0.33,3,4,8,0.75,6,8,4,5,4,50,2,FALSE
7,5,10,3,10,4,0.33,4,2.5,3,0.75,14,1,0,2,2,27.02,8.25,1838.97,0.07,48,0.12,102.16,222.91,0.25,3,5,12,0.24,21,27,14,11,17,86.67,12,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,2,4,1,0,1,0.2,0,0,1,1,5,1,0,1,2,19.35,6.25,755.8,0.04,29,0.16,41.99,120.93,1,0,0,6,0.13,10,19,8,10,8,83.33,5,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,4,0.5,1,0,2,2,0.06,2,1,0,0,3,1,1,1,1,1,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,8,1,8,0,4,1,0.44,8,1,0,0,3,0.33,2,2,2,2,3,0,1,FALSE
6,5,16,1,4,4,0.2,2,2.0,3,0.75,15,1,0,4,2,15.54,13,2626.61,0.07,46,0.08,145.92,202.05,0.25,1,2,13,0.17,16,30,8,13,23,80.95,20,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,1,2,5,2,5,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,2,0.17,4,11,3,7,6,75,4,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,5.4,8,345.48,0.01,13,0.13,19.19,43.19,1,0,0,3,0.2,4,9,2,8,5,66.67,3,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
3,3,2,0,4,2,0.67,2,2.0,2,1,9,1,0,1,3,13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,0.5,1,2,9,0.4,10,13,6,8,5,66.67,3,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,1,2,7,2,6,1,0,0,FALSE
1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,2,14.4,3,129.56,0.01,13,0.33,7.2,43.19,1,0,0,2,0.17,4,9,4,6,6,75,4,FALSE
1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.17,1,3,1,3,6,75,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,2,0,0,0,1,1,0,0,1,1,3,1,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,1,3,5,3,4,1,0,0,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,2,1,1,6,1,6,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
5,2,4,0,8,3,0.6,4,2.0,2,0.67,12,1,0,1,1,11.97,7.86,738.66,0.03,23,0.13,41.04,94.01,0.33,2,4,11,0.43,11,12,7,10,7,80,5,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,85,0.04,560.57,417.09,0.17,5,10,29,0.19,37,48,13,17,31,86.21,24,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
1,1,3,0,0,1,0.2,0,0,1,1,2,1,0,2,2,15,0.67,6.67,0,5,1.5,0.37,10,1,0,0,3,0.14,4,1,3,1,7,60,5,FALSE
1,1,1,3,0,1,0.5,0,0,1,1,2,1,0,1,2,10.75,4,172.08,0.01,12,0.25,9.56,43.02,1,0,0,3,0.14,4,8,4,8,7,80,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
1,3,3,0,0,1,0.25,0,0,1,1,4,1,0,1,1,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,1,0,0,5,0.17,6,7,5,4,6,75,4,FALSE
3,1,0,0,4,2,1,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76,0.5,1,2,7,2,7,12,5,11,1,0,0,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.2,3,9,2,8,5,66.67,3,FALSE
1,3,1,0,0,1,0.5,0,0,1,1,4,1,0,1,3,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,5,0.17,7,10,7,6,6,50,2,FALSE
3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.18,11,10,6,7,11,80,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
3,0,1,0,4,2,1,2,2.0,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,FALSE
1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,2,12,2,48,0.01,8,0.5,2.67,24,1,0,0,3,0.17,4,4,4,4,6,75,4,FALSE
11,3,16,0,20,6,0.3,10,2.0,2,0.33,27,1,0,4,2,14.48,20.45,6057.16,0.1,63,0.05,336.51,296.13,0.17,5,10,23,0.27,30,33,11,15,22,80,20,FALSE
7,4,13,26,12,4,0.24,6,2.0,3,0.75,16,1,0,4,0,19.64,16.14,5125.38,0.11,66,0.06,284.74,317.29,0.25,3,6,14,0.09,28,38,13,15,45,90.7,17,FALSE
1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.2,4,5,4,3,5,66.67,3,FALSE
3,5,5,2,4,2,0.33,2,2.0,2,1,9,1,0,1,2,20.94,8.18,1401.55,0.06,39,0.12,77.86,171.3,0.5,1,2,9,0.17,18,21,11,10,12,87.5,6,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,4,0.5,1,0,2,2,0.06,2,1,0,0,3,1,1,1,1,1,1,0,0,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,4,32.5,0.5,8.13,0.01,7,2,0.45,16.25,1,0,0,2,0.13,4,3,4,1,8,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,2,0.33,5,8,5,7,3,50,2,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
3,1,1,0,4,2,1,2,2.0,2,1,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50,2,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,3,0.33,3,8,3,7,3,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,9,30.67,3,276,0.03,23,0.33,15.33,92,1,0,0,3,0.2,10,13,10,6,5,75,4,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
5,4,9,1,8,3,0.25,4,2.0,3,1,16,1,0,3,1,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,0.33,2,4,15,0.2,19,32,9,17,15,76.92,12,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,1,12,5,0,1,0.08,0,0,1,1,2,1,0,1,0,27.4,14,5370.86,0.13,92,0.07,298.38,383.63,1,0,0,3,0.05,35,57,10,8,20,94.44,13,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1,0,1,0,4,1,0.5,2,2.0,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
1,1,2,0,0,1,0.25,0,0,1,1,2,1,0,2,0,7.2,2.5,45,0.01,9,0.4,2.5,18,1,0,0,3,0.17,5,4,2,2,6,50,4,FALSE
13,4,15,1,24,7,0.41,12,2.0,7,1,37,1,0,2,6,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,0.14,6,12,32,0.32,51,73,16,20,22,88.89,17,FALSE
1,1,2,0,0,1,0.25,0,0,1,1,2,1,0,2,0,7.2,2.5,45,0.01,9,0.4,2.5,18,1,0,0,3,0.17,5,4,2,2,6,50,4,FALSE
7,5,10,3,10,4,0.33,4,2.5,3,0.75,14,1,0,2,2,27.19,7.86,1678.42,0.07,46,0.13,93.25,213.62,0.25,3,5,12,0.24,20,26,14,11,17,86.67,12,FALSE
3,3,7,0,4,2,0.22,2,2.0,2,1,7,1,0,2,4,15.5,8.57,1138.58,0.04,34,0.12,63.25,132.83,0.5,1,2,7,0.17,15,19,7,8,12,77.78,9,FALSE
3,1,2,0,4,2,0.67,2,2.0,2,1,6,1,0,1,3,7.26,6.67,322.88,0.02,14,0.15,17.94,48.43,0.5,1,2,6,0.4,5,9,3,8,5,66.67,3,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
3,1,5,0,4,2,0.29,2,2.0,2,1,7,1,0,2,3,7.13,13.5,1298.85,0.03,26,0.07,72.16,96.21,0.5,1,2,7,0.2,12,14,4,9,10,71.43,7,FALSE
9,1,14,2,16,5,0.29,8,2.0,2,0.4,18,1,0,3,1,9.4,27.43,7072.27,0.09,57,0.04,392.9,257.83,0.2,4,8,15,0.24,24,33,7,16,21,84.21,17,FALSE
1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,5,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,1,0,0,3,0.25,6,10,6,7,4,66.67,3,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
3,2,4,0,4,2,0.4,2,2.0,2,1,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80,5,FALSE
1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.33,2,5,2,5,3,50,2,FALSE
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
3,2,2,0,4,2,0.67,2,2.0,2,1,6,1,0,1,3,10.99,6.4,449.97,0.02,19,0.16,25,70.31,0.5,1,2,6,0.33,8,11,5,8,6,66.67,3,FALSE
