LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
0,3,1,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,3,9.79,14.3,2002,0.05,35,0.07,111.22,140,0.5,1,2,7,0.25,13,22,5,11,8,0,6,FALSE
11,7,1,1,11,12,4,0.13,6,2,1,0.25,20,1,0,31,0,51.31,17.5,15713.29,0.3,178,0.06,872.96,897.9,0.25,3,6,18,0.07,70,108,22,11,56,27.91,32,TRUE
1,15,0,0,0,28,8,0.36,14,2,1,0.13,34,3,0,22,4,20.24,28.5,16441.15,0.19,120,0.04,913.4,576.88,0.38,7,14,28,0.29,57,63,14,14,28,0,22,FALSE
6,10,3,1,4,10,6,0.22,4,2,5,0.83,19,1,0,26,1,21.63,27.75,16653.5,0.2,117,0.04,925.19,600.13,0.17,3,5,15,0.15,37,80,14,21,39,16.12,27,FALSE
1,3,3,1,0,0,2,0.25,0,0,2,1,8,1,0,7,0,20.61,6.5,870.87,0.04,31,0.15,48.38,133.98,0.5,0,0,8,0.18,13,18,10,10,11,12.5,8,FALSE
0,3,1,0,9,4,2,0.29,2,2,1,0.5,6,1,0,7,3,9.82,11,1188,0.04,27,0.09,66,108,0.5,1,2,6,0.11,10,17,5,11,18,56.25,7,FALSE
1,5,2,0,0,0,3,0.27,0,0,3,1,12,1,0,11,0,17.11,11.67,2329.28,0.07,47,0.09,129.4,199.65,0.33,0,0,11,0.21,21,26,9,10,14,0,11,FALSE
4,7,0,1,3,12,4,0.21,6,2,1,0.25,14,1,0,18,0,10.95,15.79,2728.99,0.06,40,0.06,151.61,172.88,0.25,3,6,12,0.14,17,23,7,13,28,18.18,19,TRUE
13,11,3,3,5,20,6,0.21,10,2,3,0.5,27,1,0,25,0,29.42,20.92,12878.64,0.21,121,0.05,715.48,615.58,0.17,5,10,23,0.13,53,68,19,15,48,24.24,28,FALSE
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,0,2,FALSE
0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1,0,0,6,0.5,6,11,5,8,6,0,5,FALSE
5,23,5,0,1,0,12,0.43,0,0,11,0.92,54,10,0,28,0,23.38,30.33,21507.84,0.24,159,0.03,1194.88,709.05,0.83,0,0,44,0.3,42,117,9,13,40,3.45,28,FALSE
6,3,1,16,3,4,2,0.09,2,2,2,1,7,1,0,7,0,102.56,11,12409.79,0.38,202,0.09,689.43,1128.16,0.5,1,2,7,0.06,74,128,37,11,34,73.08,23,TRUE
3,37,3,0,0,0,19,0.73,0,0,3,0.16,62,17,0,26,2,25.72,48.63,60821.24,0.42,235,0.02,3378.96,1250.65,0.89,0,0,45,0.61,88,147,19,21,31,0,26,FALSE
3,13,9,0,2,0,7,0.32,0,0,7,1,32,4,0,22,1,34.83,15.79,8682.88,0.18,111,0.06,482.38,549.92,0.57,0,0,27,0.25,50,61,19,12,28,8.33,22,FALSE
24,19,1,2,20,32,10,0.16,14,2,5,0.5,39,6,0,59,0,38.85,47.92,89204.84,0.62,341,0.02,4955.82,1861.67,0.6,9,16,31,0.09,115,226,24,20,107,27.16,61,FALSE
1,5,1,0,0,0,3,0.43,0,0,2,0.67,9,3,1,7,1,14.31,7.14,729.9,0.03,25,0.14,40.55,102.19,1,0,0,8,0.33,10,15,7,10,9,0,7,FALSE
22,5,2,0,6,0,4,0.12,0,0,4,1,16,1,0,33,1,31.97,26.1,21778.37,0.28,159,0.04,1209.91,834.42,0.25,0,0,14,0.06,58,101,20,18,63,15.38,33,FALSE
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,1,0,0,2,0.17,5,13,3,8,6,0,4,FALSE
4,9,2,0,0,14,5,0.5,6,2,2,0.4,17,5,1,10,0,14.76,15.94,3748.9,0.08,52,0.06,208.27,235.23,1,4,7,14,0.25,17,35,8,15,20,0,10,FALSE
4,11,4,0,3,0,6,0.25,0,0,4,0.67,22,4,0,24,2,26.34,18.81,9323.4,0.17,101,0.05,517.97,495.6,0.67,0,0,18,0.19,43,58,16,14,32,11.11,24,FALSE
1,3,2,0,0,4,2,0.25,2,2,2,1,6,1,0,8,1,20.45,10.23,2140.43,0.07,44,0.1,118.91,209.22,0.5,1,2,6,0.18,19,25,13,14,11,0,8,FALSE
3,37,7,4,0,0,19,0.38,0,0,12,0.63,88,11,0,46,2,37.9,41.66,65784.09,0.53,277,0.02,3654.67,1579.02,0.58,0,0,71,0.35,123,154,31,21,54,8,50,FALSE
5,1,0,0,0,0,1,0.07,0,0,1,1,1,1,0,15,3,29.54,9.6,2722.13,0.09,68,0.1,151.23,283.55,1,0,0,2,0.05,24,44,10,8,21,0,15,FALSE
4,3,2,0,3,4,2,0.17,2,2,1,0.5,7,1,0,12,0,44.04,7.43,2427.8,0.11,66,0.13,134.88,326.98,0.5,1,2,7,0.1,27,39,20,11,21,20,12,FALSE
42,27,11,0,9,0,14,0.31,0,0,4,0.29,63,9,0,45,1,67.49,20.98,29713.51,0.47,224,0.05,1650.75,1416.11,0.64,0,0,51,0.07,104,120,57,23,211,16.67,45,FALSE
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,FALSE
0,46,19,0,0,82,29,1,34,2,26,0.9,96,5,0,0,0,0,0,0,0,0,0,0,0,0.17,24,41,69,0.16,0,0,0,0,176,0,0,FALSE
4,1,0,0,1,0,1,0.25,0,0,1,1,1,1,0,4,1,23.44,4,375.06,0.03,24,0.25,20.84,93.77,1,0,0,2,0.09,7,17,7,8,11,20,4,FALSE
7,7,1,2,3,10,4,0.33,4,2,2,0.5,11,1,0,10,0,10.98,24,6324.94,0.09,60,0.04,351.39,263.54,0.25,3,5,9,0.17,24,36,7,14,24,33.33,12,FALSE
4,3,3,1,6,4,2,0.13,2,2,2,1,7,1,0,15,0,31.34,8.8,2426.89,0.09,58,0.11,134.83,275.78,0.5,1,2,7,0.07,22,36,15,12,28,31.82,16,FALSE
1,1,0,6,0,0,1,0.03,0,0,1,1,1,1,0,34,0,132.54,12.21,19761.56,0.54,293,0.08,1097.86,1618.4,1,0,0,2,0.02,116,177,38,8,43,15,40,FALSE
2,15,4,3,0,0,9,0.43,0,0,7,0.78,33,4,0,18,2,18.28,23.38,9996.98,0.14,88,0.04,555.39,427.5,0.44,0,0,26,0.2,38,50,13,16,44,14.29,21,FALSE
0,11,1,0,0,0,6,1,0,0,2,0.33,21,5,0,0,2,0,0,0,0,0,0,0,0,0.83,0,0,17,0.55,0,0,0,0,11,0,0,FALSE
5,5,3,2,1,8,3,0.15,4,2,1,0.33,13,1,0,18,4,30,45.18,61231.14,0.45,279,0.02,3401.73,1355.38,0.33,2,4,12,0.1,128,151,17,12,31,14.29,20,FALSE
4,5,2,18,1,8,3,0.13,4,2,2,0.67,12,1,0,5,1,22.16,14.38,4579.55,0.11,67,0.07,254.42,318.58,0.33,2,4,11,0.1,23,44,12,15,30,79.17,23,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1,3,0,0,0,0,2,0.22,0,0,1,0.5,5,1,0,9,2,7.33,16,1875.31,0.04,30,0.06,104.18,117.21,0.5,0,0,5,0.18,8,22,3,12,11,0,9,FALSE
12,7,4,4,6,10,4,0.12,4,2,3,0.75,17,3,0,29,1,52.95,17.71,16602.83,0.31,175,0.06,922.38,937.57,0.75,3,5,15,0.08,50,125,24,17,53,25.64,33,FALSE
5,7,0,0,6,10,4,0.31,4,2,1,0.25,10,4,1,13,1,14.41,10.5,1588.31,0.05,35,0.1,88.24,151.27,1,3,5,8,0.15,14,21,8,12,26,31.58,13,FALSE
18,9,9,0,5,16,5,0.12,8,2,4,0.8,30,1,0,41,2,46.59,20.85,20251.07,0.32,173,0.05,1125.06,971.34,0.2,4,8,27,0.07,86,87,33,16,67,10.87,41,FALSE
1,7,0,0,0,10,4,0.57,4,2,1,0.25,12,3,0,7,0,7.73,15,1740,0.04,29,0.07,96.67,116,0.75,3,5,10,0.4,10,19,4,12,10,0,7,FALSE
27,7,6,3,26,12,4,0.07,6,2,4,1,49,1,0,53,0,63.53,40,101649.86,0.85,448,0.02,5647.21,2541.25,0.25,3,6,47,0.04,160,288,34,17,111,35.37,56,FALSE
10,5,6,1,20,8,3,0.15,4,2,1,0.33,19,1,0,19,0,37.98,10.17,3931.9,0.13,78,0.1,218.44,386.43,0.33,2,4,18,0.06,37,41,20,11,52,52.5,20,FALSE
35,14,12,1,3,0,13,0.3,0,0,13,1,28,1,0,43,1,42.11,17.41,12765.08,0.24,128,0.06,709.17,733.17,0.08,0,0,17,0.16,39,89,28,25,83,8.51,44,FALSE
6,5,1,1,2,8,3,0.2,4,2,2,0.67,11,1,0,14,0,12.24,14.57,2599.73,0.06,42,0.07,144.43,178.41,0.33,2,4,10,0.12,17,25,7,12,25,17.65,15,TRUE
5,1,0,0,4,0,1,0.17,0,0,1,1,1,1,0,6,2,15.36,7,752.84,0.04,30,0.14,41.82,107.55,1,0,0,2,0.06,10,20,5,7,18,40,6,FALSE
7,11,1,17,7,18,6,0.26,8,2,2,0.33,19,1,0,6,1,25.52,13,4312.2,0.11,69,0.08,239.57,331.71,0.17,5,9,15,0.15,26,43,14,14,39,80,23,TRUE
1,9,3,4,0,8,6,0.18,4,2,4,0.67,19,3,0,30,1,19.74,33,21496.55,0.22,126,0.03,1194.25,651.41,0.5,2,4,15,0.16,33,93,12,24,37,11.76,34,FALSE
1,3,0,0,0,0,2,0.4,0,0,1,0.5,6,1,0,5,3,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,0,0,6,0.29,5,9,4,7,7,0,5,FALSE
8,1,4,0,4,0,1,0.17,0,0,1,1,5,1,0,6,0,22.5,2,90,0.02,15,0.5,5,45,1,0,0,6,0.05,4,11,4,4,20,40,6,FALSE
8,3,0,0,8,4,2,0.4,2,2,1,0.5,5,1,0,5,0,16.18,6.43,668.57,0.03,26,0.16,37.14,104,0.5,1,2,5,0.09,10,16,7,9,22,61.54,5,FALSE
4,25,1,0,0,0,13,0.43,0,0,13,1,71,1,0,30,1,37.1,25,23185.06,0.31,189,0.04,1288.06,927.4,0.08,0,0,60,0.37,100,89,20,10,35,0,30,FALSE
5,13,4,0,0,20,7,0.37,10,2,6,0.86,29,6,0,19,0,20.98,20.4,8729.97,0.14,90,0.05,485,427.94,0.86,5,10,24,0.23,24,66,10,17,30,0,19,FALSE
1,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,3,20.31,16.12,5279.85,0.11,86,0.06,293.32,327.43,1,0,0,2,0.08,43,43,8,6,13,0,8,FALSE
3,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,11.46,7.5,644.64,0.03,22,0.13,35.81,85.95,0.5,1,2,6,0.14,10,12,6,9,14,0,7,FALSE
2,17,4,2,0,0,9,0.45,0,0,6,0.67,37,9,1,18,0,24.69,20.15,10026.48,0.17,110,0.05,557.03,497.59,1,0,0,30,0.32,31,79,10,13,28,10,20,FALSE
6,7,4,1,12,12,4,0.13,6,2,4,1,17,1,0,31,1,30.72,15,6911.1,0.15,93,0.07,383.95,460.74,0.25,3,6,15,0.08,32,61,16,15,52,29.55,32,FALSE
24,12,8,6,33,12,7,0.23,6,2,6,0.86,29,1,0,24,0,436.67,14.31,89390.87,2.08,1107,0.07,4966.16,6247.75,0.14,3,6,24,0.08,31,1076,26,24,88,61.9,30,FALSE
9,11,1,5,3,20,6,0.15,10,2,1,0.17,25,1,0,35,1,28.15,27,20519.43,0.25,147,0.04,1139.97,759.98,0.17,5,10,21,0.11,54,93,18,18,54,18.6,40,TRUE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
20,9,3,3,8,16,5,0.19,8,2,3,0.6,23,1,0,24,0,27.87,32.5,29442.05,0.3,168,0.03,1635.67,905.91,0.2,4,8,20,0.09,65,103,21,21,57,31.43,27,FALSE
1,9,3,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,20.29,13.36,3620.39,0.09,65,0.07,201.13,271.05,0.2,0,0,18,0.29,17,48,7,11,17,0,10,FALSE
2,13,0,0,1,24,7,0.41,12,2,1,0.14,31,1,0,17,3,23.2,19,8375.9,0.15,102,0.05,465.33,440.84,0.14,6,12,26,0.28,57,45,12,8,25,5.56,17,FALSE
23,5,1,5,15,8,3,0.14,4,2,3,1,11,1,0,17,0,24.34,13,4112.71,0.11,69,0.08,228.48,316.36,0.33,2,4,10,0.05,26,43,12,12,61,54.05,22,FALSE
23,5,1,24,19,8,3,0.04,4,2,2,0.67,11,1,0,55,0,74.79,38.6,111439.21,0.96,483,0.03,6191.07,2887.03,0.33,2,4,10,0.02,193,290,45,18,123,43.88,79,TRUE
15,7,5,8,6,12,4,0.15,6,2,2,0.5,18,1,0,19,0,31.79,15.24,7382.54,0.16,93,0.07,410.14,484.48,0.25,3,6,16,0.08,40,53,21,16,50,42.42,27,TRUE
33,16,9,12,23,16,10,0.23,6,2,8,0.8,33,5,0,32,0,43.97,20.29,18111.12,0.3,153,0.05,1006.17,892.43,0.5,5,8,25,0.1,60,93,34,23,102,52.24,44,FALSE
13,11,3,1,41,0,6,0.21,0,0,2,0.33,23,3,0,27,4,24.16,30.18,21997.42,0.24,141,0.03,1222.08,728.96,0.5,0,0,19,0.07,54,87,17,19,85,60.87,28,FALSE
1,3,3,0,0,0,2,0.4,0,0,2,1,8,1,0,5,0,21,4,336,0.03,21,0.25,18.67,84,0.5,0,0,8,0.25,8,13,8,8,8,0,5,FALSE
0,3,1,0,0,0,2,0.5,0,0,2,1,6,1,0,4,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,0,0,6,0.4,3,6,3,6,5,0,4,FALSE
1,7,4,0,0,0,4,0.33,0,0,3,0.75,20,3,0,12,2,19.48,11.92,2766.96,0.08,50,0.08,153.72,232.19,0.75,0,0,18,0.29,22,28,12,13,14,0,12,FALSE
3,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,4,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,1,0,0,2,0.08,4,9,4,7,12,0,3,FALSE
2,5,1,0,0,8,3,0.25,4,2,1,0.33,13,1,0,12,0,16.55,20.22,6769.26,0.11,74,0.05,376.07,334.74,0.33,2,4,12,0.19,26,48,9,14,16,0,12,FALSE
1,9,0,0,0,0,5,0.56,0,0,1,0.2,14,5,1,9,3,9.08,18,2942.97,0.05,40,0.06,163.5,163.5,1,0,0,11,0.42,15,25,5,12,12,0,9,FALSE
4,3,1,2,0,4,2,0.15,2,2,1,0.5,6,1,0,11,1,28.24,7.14,1440.99,0.07,44,0.14,80.05,201.74,0.5,1,2,6,0.11,20,24,14,10,19,15.38,13,FALSE
3,3,1,0,1,4,2,0.25,2,2,2,1,6,1,0,8,0,20.38,7.22,1062.83,0.05,33,0.14,59.05,147.16,0.5,1,2,6,0.14,10,23,9,13,14,11.11,8,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
2,1,2,2,0,0,1,0.2,0,0,1,1,3,1,0,3,1,10.76,5.25,296.48,0.02,17,0.19,16.47,56.47,1,0,0,4,0.11,7,10,4,6,9,40,5,FALSE
12,23,2,13,11,40,12,0.22,18,2,2,0.17,47,3,0,41,0,60.51,22.95,31869.45,0.46,250,0.04,1770.53,1388.65,0.25,11,20,37,0.15,81,169,30,17,79,36.92,54,TRUE
1,7,3,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,20,10.21,2087.05,0.07,49,0.1,115.95,204.33,0.25,0,0,14,0.27,13,36,7,11,15,0,8,FALSE
6,3,2,2,4,4,2,0.11,2,2,2,1,8,1,0,16,0,26.74,12.83,4403.53,0.11,73,0.08,244.64,343.13,0.5,1,2,8,0.07,22,51,12,14,30,27.27,18,TRUE
15,15,12,0,50,28,8,0.11,14,2,6,0.75,41,1,0,73,1,134.45,7.83,8234.67,0.35,182,0.13,457.48,1052.21,0.13,7,14,35,0.06,80,102,46,9,140,40.65,73,FALSE
4,3,2,0,12,4,2,0.29,2,2,2,1,6,1,0,7,0,14.1,5.4,411.19,0.03,20,0.19,22.84,76.15,0.5,1,2,6,0.08,6,14,5,9,25,63.16,7,FALSE
12,9,5,15,13,16,5,0.11,8,2,3,0.6,26,1,0,30,0,34.26,27,24973.53,0.31,175,0.04,1387.42,924.95,0.2,4,8,23,0.07,63,112,21,18,72,48.28,45,TRUE
1,1,0,0,0,0,1,0.17,0,0,1,1,1,1,0,6,1,8.31,7.33,446.73,0.02,16,0.14,24.82,60.92,1,0,0,2,0.13,4,12,3,11,8,0,6,FALSE
3,5,0,0,0,8,3,0.33,4,2,1,0.33,10,1,0,9,3,9.51,13.75,1798.48,0.04,32,0.07,99.92,130.8,0.33,2,4,9,0.21,15,17,6,11,14,0,9,FALSE
16,33,4,16,11,0,21,0.21,0,0,12,0.57,72,1,0,84,2,22.65,104.25,246186.04,0.79,430,0.01,13677,2361.5,0.05,0,0,53,0.16,139,291,18,27,129,24.32,100,FALSE
2,5,2,1,3,0,3,0.23,0,0,1,0.33,12,1,0,12,0,18.95,10.29,2007.31,0.07,42,0.1,111.52,195.04,0.33,0,0,11,0.15,19,23,12,13,20,25,13,FALSE
7,13,5,9,9,24,7,0.22,12,2,6,0.86,30,1,0,23,0,33.28,16.03,8555.65,0.18,111,0.06,475.31,533.62,0.14,6,12,25,0.14,37,74,15,13,50,43.9,32,TRUE
6,3,4,8,5,4,2,0.07,2,2,2,1,24,1,0,20,0,38.14,38.52,56592.42,0.49,282,0.03,3144.02,1469.07,0.5,1,2,24,0.05,113,169,22,15,41,39.39,28,TRUE
1,7,2,0,0,0,4,0.33,0,0,3,0.75,16,1,0,12,0,22.77,11.56,3040.34,0.09,59,0.09,168.91,263.11,0.25,0,0,14,0.21,16,43,9,13,19,0,12,FALSE
9,5,3,8,4,0,3,0.14,0,0,2,0.67,15,3,1,14,0,34.87,25.2,22143.15,0.29,160,0.04,1230.18,878.7,1,0,0,14,0.08,63,97,25,20,37,46.15,22,FALSE
30,61,12,4,60,98,31,0.24,38,2,13,0.42,108,23,0,127,1,49.33,58.5,168831,0.96,481,0.02,9379.5,2886,0.74,30,50,79,0.14,171,310,38,26,223,33.51,131,FALSE
6,5,1,0,2,8,3,0.11,4,2,1,0.33,12,1,0,28,1,28.96,13.46,5249.74,0.13,82,0.07,291.65,389.9,0.33,2,4,11,0.08,29,53,14,13,38,6.67,28,FALSE
27,29,4,0,10,46,15,0.19,18,2,9,0.6,58,14,0,80,1,40.31,61.67,153302.39,0.83,430,0.02,8516.8,2485.98,0.93,14,23,45,0.12,148,282,30,25,128,11.11,80,FALSE
3,10,5,0,1,0,6,0.16,0,0,6,1,26,1,0,37,3,36.73,32.52,38830,0.4,203,0.03,2157.22,1194.18,0.17,0,0,22,0.14,72,131,31,28,42,2.63,37,FALSE
3,37,4,0,4,0,20,0.43,0,0,7,0.35,72,12,0,47,2,25.93,65,109570.84,0.56,289,0.02,6087.27,1685.71,0.6,0,0,54,0.36,117,172,27,30,55,7.84,47,FALSE
8,15,1,4,8,20,8,0.36,6,3,2,0.25,22,1,0,18,1,26.2,18.41,8874.62,0.16,94,0.05,493.03,482.15,0.13,7,10,16,0.2,31,63,16,19,40,40,22,TRUE
18,9,1,2,7,16,5,0.1,8,2,1,0.2,18,1,0,49,1,30.75,35.76,39329.66,0.37,218,0.03,2184.98,1099.68,0.2,4,8,15,0.06,76,142,17,16,78,15.52,51,TRUE
3,26,2,4,1,32,14,0.34,10,3,5,0.36,42,9,0,37,1,26.59,44,51485.85,0.39,217,0.02,2860.32,1170.13,0.64,11,16,30,0.3,80,137,20,22,47,11.9,41,FALSE
2,1,2,0,0,0,1,0.17,0,0,1,1,3,1,0,6,0,15.42,4.8,355.24,0.02,20,0.21,19.74,74.01,1,0,0,4,0.1,6,14,5,8,10,0,6,FALSE
1,13,5,0,0,0,7,0.37,0,0,4,0.57,28,7,1,19,1,26.05,18,8439.31,0.16,90,0.06,468.85,468.85,1,0,0,23,0.33,38,52,19,18,21,0,19,FALSE
4,3,1,0,0,4,2,0.2,2,2,1,0.5,7,1,0,10,1,14.63,9.75,1390.58,0.05,33,0.1,77.25,142.62,0.5,1,2,7,0.13,13,20,8,12,16,0,10,FALSE
12,13,9,8,10,24,7,0.19,12,2,6,0.86,31,1,0,28,0,60.82,9.92,5988.69,0.2,115,0.1,332.71,603.51,0.14,6,12,26,0.12,43,72,26,12,60,39.13,36,TRUE
18,19,2,3,9,30,10,0.32,12,2,5,0.5,32,7,0,28,0,22.91,31.57,22836.01,0.24,146,0.03,1268.67,723.31,0.7,9,15,24,0.17,52,94,14,17,60,30,31,FALSE
9,5,4,1,9,8,3,0.08,4,2,2,0.67,23,1,0,37,0,43.31,28.5,35176.89,0.41,221,0.04,1954.27,1234.28,0.33,2,4,22,0.05,95,126,30,18,58,21.28,38,TRUE
2,3,2,5,9,4,2,0.17,2,2,1,0.5,7,1,0,7,1,12.8,14.86,2825.31,0.06,44,0.07,156.96,190.16,0.5,1,2,7,0.08,16,28,7,13,25,66.67,12,FALSE
1,3,0,0,0,4,2,0.18,2,2,1,0.5,6,1,0,11,2,16.8,6.43,694.29,0.04,27,0.16,38.57,108,0.5,1,2,6,0.14,10,17,7,9,14,0,11,FALSE
15,31,7,0,0,60,16,0.48,30,2,15,0.94,76,1,0,33,0,35.6,30,32042.61,0.36,230,0.03,1780.14,1068.09,0.06,15,30,62,0.3,65,165,13,12,54,0,33,FALSE
3,13,5,0,0,0,7,0.41,0,0,6,0.86,32,6,0,17,1,25.42,19.69,9851.11,0.17,101,0.05,547.28,500.37,0.86,0,0,27,0.33,42,59,16,15,21,0,17,FALSE
4,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,4,0.1,4,7,4,4,10,0,4,FALSE
79,35,5,24,56,58,18,0.2,24,2,5,0.28,67,15,0,65,1,40.85,46.55,88507.21,0.63,326,0.02,4917.07,1901.52,0.83,17,29,51,0.08,128,198,33,24,232,55.17,89,FALSE
0,5,4,0,0,0,3,1,0,0,2,0.67,13,1,0,0,2,0,0,0,0,0,0,0,0,0.33,0,0,12,0.21,0,0,0,0,14,0,0,FALSE
45,30,5,3,36,52,16,0.27,26,2,13,0.81,69,16,1,57,0,24.44,62.25,94697.4,0.51,277,0.02,5260.97,1521.24,1,13,26,55,0.11,83,194,18,27,150,40.63,60,FALSE
1,5,0,1,0,0,3,0.27,0,0,1,0.33,10,1,0,10,2,14,10.83,1642.56,0.05,34,0.09,91.25,151.62,0.33,0,0,9,0.23,15,19,9,13,13,9.09,11,FALSE
23,7,4,3,12,12,1,0.03,6,2,1,1,21,1,0,28,0,29.47,25.11,18571.43,0.25,142,0.04,1031.75,739.74,1,3,6,19,0.01,53,89,19,18,70,34.88,31,FALSE
1,11,0,0,0,0,6,0.26,0,0,1,0.17,23,6,1,23,1,21.82,26.11,14874.09,0.19,115,0.04,826.34,569.73,1,0,0,19,0.24,43,72,14,17,25,0,23,FALSE
0,3,0,0,0,4,2,0.2,2,2,1,0.5,6,1,0,10,2,10.05,12.5,1570.53,0.04,33,0.08,87.25,125.64,0.5,1,2,6,0.17,10,23,4,10,12,0,10,FALSE
30,11,2,9,17,20,6,0.19,10,2,5,0.83,24,1,0,23,1,30.74,15.56,7439,0.16,94,0.06,413.28,478.22,0.17,5,10,20,0.08,35,59,18,16,80,53.06,32,FALSE
9,7,5,5,4,12,4,0.22,6,2,3,0.75,18,1,0,13,0,23.66,13.46,4289.42,0.11,67,0.07,238.3,318.58,0.25,3,6,16,0.12,29,38,14,13,33,40.91,18,TRUE
0,3,1,0,0,4,2,0.22,2,2,2,1,7,1,0,9,0,11.16,10.5,1230.67,0.04,30,0.1,68.37,117.21,0.5,1,2,7,0.18,14,16,6,9,11,0,9,FALSE
25,13,1,4,26,24,7,0.19,12,2,1,0.14,29,1,0,32,0,26.82,49.14,64763.93,0.44,240,0.02,3598,1318.04,0.14,6,12,24,0.08,94,146,22,23,88,48.39,36,FALSE
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,6,0.2,0,0,0,0,10,0,0,FALSE
1,1,1,0,0,0,1,0.1,0,0,1,1,2,1,0,10,2,14.99,5.33,426.42,0.03,21,0.19,23.69,79.95,1,0,0,3,0.08,8,13,6,8,12,0,10,FALSE
8,143,14,3,0,0,73,0.51,0,0,60,0.82,357,15,0,139,0,104.26,72.74,551711.63,2.53,1052,0.01,30650.65,7584.34,0.21,0,0,286,0.48,507,545,115,33,151,2.11,142,FALSE
8,52,13,0,11,0,28,0.45,0,0,17,0.61,108,22,0,62,2,46.13,44.69,92128.28,0.69,328,0.02,5118.24,2061.61,0.79,0,0,82,0.34,143,185,48,30,82,15.07,62,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
27,9,2,5,20,14,5,0.24,6,2,2,0.4,19,3,0,16,1,19.73,17.18,5824.66,0.11,73,0.06,323.59,339,0.6,4,7,16,0.07,27,46,11,14,69,60.98,21,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,17.27,2.5,107.96,0.01,13,0.4,6,43.19,1,0,0,2,0.2,5,8,5,5,5,0,3,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
0,3,0,0,0,0,2,0.15,0,0,1,0.5,5,1,0,13,1,18.86,5.5,570.49,0.03,24,0.18,31.69,103.73,0.5,0,0,5,0.14,9,15,9,11,14,0,13,FALSE
0,3,0,0,0,4,2,0.18,2,2,1,0.5,6,1,0,11,1,6.45,20,2578.55,0.04,33,0.05,143.25,128.93,0.5,1,2,6,0.15,10,23,3,12,13,0,11,FALSE
2,5,3,0,1,8,3,0.2,4,2,3,1,12,3,1,15,1,18.69,8.56,1368.13,0.05,37,0.12,76.01,159.91,1,2,4,11,0.15,14,23,9,11,20,6.25,15,FALSE
