LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
7,7,8,0,0,4,5,0.14,2,2.0,4,0.8,30,1,0,36,0,4,0.8,55.99,19.75,21840,0.37,198,0.05,1213.33,1105.82,0.2,1,2,27,0.11,79,119,32,16,44,0,36,TRUE
0,3,1,0,0,4,2,0.33,2,2.0,2,1,7,1,0,6,2,2,1,13.38,7.33,719.39,0.03,24,0.14,39.97,98.1,0.5,1,2,7,0.29,8,16,6,11,7,0,6,FALSE
9,7,10,0,4,12,4,0.11,6,2.0,4,1,32,4,1,37,0,4,1,69.01,16.93,19777.28,0.39,207,0.06,1098.74,1168.28,1,3,6,30,0.08,79,128,35,15,51,9.76,37,FALSE
4,5,11,0,0,8,3,0.16,4,2.0,3,1,30,1,0,19,2,3,1,58.1,12.43,8983.13,0.24,142,0.08,499.06,722.42,0.33,2,4,29,0.13,52,90,23,11,24,0,19,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
6,6,7,0,1,4,4,0.19,2,2.0,4,1,21,1,0,21,0,4,1,46.32,15.11,10577.6,0.23,129,0.07,587.64,699.99,0.25,1,2,19,0.14,51,78,27,16,29,4.55,21,FALSE
2,12,5,0,1,14,7,0.33,6,2.33,6,0.86,29,3,0.33,21,0,7,1,28.85,17.34,8678.36,0.17,101,0.06,482.13,500.37,0.43,4,7,24,0.28,37,64,16,15,25,4.55,21,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,0,3,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,4,1,0,4,1,1,1,15.16,5.25,417.73,0.03,23,0.19,23.21,79.57,1,0,0,5,0.2,6,17,4,7,5,0,4,FALSE
2,3,7,0,6,4,2,0.11,2,2.0,2,1,14,1,0,18,1,2,1,39.51,10.08,4016.74,0.13,82,0.1,223.15,398.35,0.5,1,2,14,0.07,33,49,18,11,27,25,18,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
1,1,5,0,0,0,1,0.2,0,0,1,1,6,1,0,5,0,1,1,32.43,4.88,770.85,0.05,36,0.21,42.83,158.12,1,0,0,7,0.13,13,23,12,9,8,0,5,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
2,13,7,0,0,12,8,0.22,6,2.0,6,0.75,41,3,0.29,36,1,7,0.88,46.09,20.67,19687.59,0.32,179,0.05,1093.75,952.63,0.38,3,6,35,0.2,62,117,24,16,40,0,36,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.17,3,5,3,5,6,25,3,FALSE
10,23,14,0,13,34,13,0.25,16,2.13,12,0.92,74,1,0,52,1,11,0.85,64.37,33.13,70666.9,0.71,348,0.03,3925.94,2132.99,0.08,9,17,63,0.17,127,221,46,24,77,20,52,FALSE
0,7,3,0,0,6,4,0.25,2,3.0,2,0.5,14,3,0.67,16,0,3,0.75,23.55,8.45,1681.86,0.07,44,0.12,93.44,199.04,0.75,2,3,12,0.24,13,31,10,13,17,0,16,FALSE
0,1,5,0,1,0,1,0.2,0,0,1,1,6,1,0,5,0,1,1,32.5,5.32,919.39,0.06,40,0.19,51.08,172.88,1,0,0,7,0.13,13,27,11,9,8,16.67,5,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,2,FALSE
5,5,10,1,1,8,3,0.23,4,2.0,3,1,21,1,0,12,1,3,1,46.32,10.21,4832.73,0.16,93,0.1,268.48,473.13,0.33,2,4,20,0.14,33,60,21,13,21,14.29,13,TRUE
0,5,2,0,1,6,3,0.3,2,3.0,2,0.67,12,3,1,10,3,3,1,19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,1,2,3,11,0.23,25,42,14,20,13,9.09,10,TRUE
9,12,10,0,2,14,7,0.23,6,2.33,7,1,40,6,0.83,30,0,6,0.86,52.03,24,29970.57,0.42,216,0.04,1665.03,1248.77,0.86,4,7,35,0.17,84,132,35,20,42,6.25,30,FALSE
3,11,3,0,0,20,6,0.25,10,2.0,2,0.33,26,1,0,24,1,4,0.67,31.92,18.79,11268.26,0.2,116,0.05,626.01,599.71,0.17,5,10,22,0.21,42,74,19,17,28,0,24,FALSE
0,1,2,0,0,0,1,0.33,0,0,1,1,3,1,0,3,1,1,1,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,1,0,0,4,0.25,5,9,5,7,4,0,3,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,3,FALSE
4,9,5,0,1,14,5,0.31,6,2.33,4,0.8,26,3,0.5,16,0,5,1,22.8,17,6589.95,0.13,79,0.06,366.11,387.64,0.6,4,7,23,0.22,26,53,13,17,23,5.88,16,FALSE
5,13,4,0,3,22,7,0.23,10,2.2,4,0.57,30,7,1,31,0,6,0.86,26.27,19.43,9914.72,0.17,104,0.05,550.82,510.32,1,6,11,25,0.17,34,70,14,16,41,8.82,31,FALSE
0,1,3,0,0,0,1,0.17,0,0,1,1,4,1,0,6,0,1,1,31.07,5.23,850.08,0.05,37,0.19,47.23,162.52,1,0,0,5,0.14,17,20,13,8,7,0,6,FALSE
1,5,9,0,0,8,3,0.2,4,2.0,3,1,19,1,0,15,2,3,1,43.46,11.14,5396.06,0.16,96,0.09,299.78,484.26,0.33,2,4,18,0.17,39,57,21,12,18,0,15,TRUE
9,1,13,0,10,0,1,0.06,0,0,1,1,19,1,0,18,0,1,1,101.07,8.32,6997.01,0.28,149,0.12,388.72,840.93,1,0,0,20,0.03,59,90,39,11,38,35.71,18,FALSE
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,0,1,1,12.29,7,602.27,0.03,24,0.14,33.46,86.04,1,0,0,3,0.13,7,17,4,8,8,0,6,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,4,0.2,4,7,4,4,5,0,4,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,2,0,0,0,1,0.33,0,0,1,1,3,1,0,3,0,1,1,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,1,0,0,4,0.25,2,9,2,7,4,0,3,FALSE
0,3,2,0,1,4,2,0.22,2,2.0,2,1,9,1,0,9,2,2,1,18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,0.5,1,2,9,0.17,21,36,12,17,12,10,9,TRUE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,1,3,6,3,6,1,0,0,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,3,FALSE
0,7,2,0,0,4,5,0.22,2,2.0,4,0.8,19,3,0.5,23,0,4,0.8,29.4,14.39,6090.84,0.14,89,0.07,338.38,423.18,0.6,1,2,16,0.21,31,58,14,13,24,0,23,FALSE
6,40,27,1,13,66,21,0.31,30,2.2,19,0.9,122,9,0.4,66,3,16,0.76,88.04,36.99,120439.45,1.09,487,0.03,6691.08,3256.33,0.43,18,33,103,0.24,180,307,73,30,88,17.5,67,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.17,3,5,3,5,6,25,3,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,0,3,FALSE
0,5,4,0,0,0,4,0.27,0,0,3,0.75,14,1,0,15,0,3,0.75,31.11,7.36,1686.73,0.08,53,0.14,93.71,229.06,0.25,0,0,12,0.25,18,35,11,9,16,0,15,TRUE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,1,2,6,2,6,1,0,0,FALSE
4,3,6,1,0,4,2,0.14,2,2.0,2,1,12,1,0,13,2,2,1,35.51,12.28,5352.73,0.15,88,0.08,297.37,435.97,0.5,1,2,12,0.11,34,54,18,13,19,7.14,14,TRUE
2,1,3,0,0,0,1,0.2,0,0,1,1,4,1,0,5,1,1,1,12.72,6.4,521.02,0.03,22,0.16,28.95,81.41,1,0,0,5,0.13,8,14,5,8,8,0,5,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.2,3,5,3,5,5,25,3,FALSE
0,1,2,0,1,0,1,0.33,0,0,1,1,3,1,0,3,0,0,0,12,3,108,0.01,12,0.33,6,36,1,0,0,4,0.2,2,10,2,6,5,25,3,FALSE
0,3,2,0,0,4,2,0.25,2,2.0,2,1,8,1,0,8,2,2,1,16.2,8.75,1240.55,0.05,34,0.11,68.92,141.78,0.5,1,2,8,0.2,14,20,8,10,10,0,8,FALSE
3,3,5,0,5,4,2,0.29,2,2.0,2,1,11,1,0,7,0,2,1,17.22,13.72,3243.25,0.08,53,0.07,180.18,236.35,0.5,1,2,11,0.13,19,34,9,13,16,41.67,7,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,1,0,0,4,0.17,12,15,10,7,6,0,5,FALSE
3,5,9,0,0,8,3,0.14,4,2.0,3,1,22,1,0,21,2,3,1,45.77,15,10297.93,0.23,129,0.07,572.11,686.53,0.33,2,4,21,0.12,50,79,25,15,25,0,21,FALSE
0,1,2,0,0,0,1,0.17,0,0,1,1,3,1,0,6,0,1,1,21.8,6.19,834.61,0.04,33,0.16,46.37,134.89,1,0,0,4,0.14,11,22,8,9,7,0,6,FALSE
14,11,15,0,0,8,7,0.12,4,2.0,5,0.71,44,4,0.5,58,2,4,0.57,104.52,18.11,34291.94,0.63,311,0.06,1905.11,1893.2,0.57,2,4,39,0.1,128,183,53,15,73,0,58,FALSE
4,8,9,0,3,8,5,0.19,4,2.0,2,0.4,28,1,0,27,0,4,0.8,63.88,14.57,13563.07,0.31,161,0.07,753.5,930.8,0.2,2,4,25,0.14,51,110,35,20,36,10,27,TRUE
9,18,10,0,1,4,12,0.16,2,2.0,10,0.83,67,1,0,73,0,10,0.83,96.22,23.35,52445.24,0.75,373,0.04,2913.62,2246.34,0.08,1,2,57,0.14,143,230,49,16,85,1.35,73,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,0.25,2,6,2,6,4,0,3,FALSE
0,1,4,0,1,0,1,0.25,0,0,1,1,5,1,0,4,0,1,1,29.02,3.5,355.53,0.03,26,0.29,19.75,101.58,1,0,0,6,0.14,8,18,8,7,7,20,4,FALSE
0,1,5,0,0,0,1,0.14,0,0,1,1,6,1,0,7,2,1,1,28.59,6.95,1382.62,0.07,46,0.14,76.81,198.81,1,0,0,7,0.13,17,29,11,9,8,0,7,FALSE
15,33,13,0,9,58,17,0.22,26,2.23,13,0.76,97,12,0.69,76,3,10,0.59,69.47,40.7,115062.64,0.94,473,0.02,6392.37,2827.25,0.71,16,29,82,0.17,175,298,43,20,102,10.59,76,FALSE
0,5,5,0,3,8,3,0.19,4,2.0,3,1,15,1,0,16,2,3,1,25.63,16,6560,0.14,82,0.06,364.44,410,0.33,2,4,14,0.14,32,50,16,16,21,15.79,16,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,3,FALSE
5,11,11,0,5,20,6,0.21,10,2.0,6,1,38,1,0,28,1,4,0.67,44.43,18.41,15056.5,0.27,157,0.05,836.47,817.88,0.17,5,10,34,0.15,54,103,22,15,39,15.15,28,FALSE
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,1,1,16.12,4,258.12,0.02,18,0.25,14.34,64.53,1,0,0,3,0.2,8,10,6,6,5,0,4,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,12.34,3.5,151.15,0.01,13,0.29,8.4,43.19,1,0,0,4,0.2,3,10,3,7,5,0,4,FALSE
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,0,2,FALSE
0,4,4,0,0,0,3,0.23,0,0,2,0.67,12,1,0,13,0,2,0.67,21.65,11.7,2963.84,0.08,56,0.09,164.66,253.32,0.33,0,0,11,0.21,18,38,10,13,14,0,13,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
1,1,3,0,0,0,1,0.2,0,0,1,1,4,1,0,5,3,1,1,34.59,3.55,434.76,0.04,30,0.28,24.15,122.62,1,0,0,5,0.13,13,17,11,6,8,0,5,FALSE
16,32,32,1,12,36,19,0.16,18,2.0,16,0.84,141,4,0.17,121,0,16,0.84,167.64,36.55,223888.39,2.04,867,0.03,12438.24,6126.3,0.21,9,18,124,0.12,335,532,110,24,153,9.7,122,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,1,3,6,3,6,1,0,0,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,17.44,4.67,379.91,0.03,22,0.21,21.11,81.41,1,0,0,4,0.17,8,14,6,7,6,0,5,FALSE
0,17,1,0,0,32,9,0.45,16,2.0,8,0.89,48,1,0,20,1,9,1,35.13,15.23,8150.47,0.18,120,0.07,452.8,535.13,0.11,8,16,41,0.43,44,76,13,9,21,0,20,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,1,8,3,72,0.01,8,0.33,4,24,1,0,0,3,1,2,6,2,6,1,0,0,FALSE
10,14,15,0,3,18,8,0.16,8,2.25,8,1,49,5,0.57,50,0,4,0.5,75.66,19.93,30048.37,0.5,246,0.05,1669.35,1507.8,0.63,5,9,43,0.13,93,153,49,21,64,5.66,50,FALSE
2,9,12,0,4,8,6,0.18,4,2.0,6,1,34,3,0.4,33,1,4,0.67,64.58,19.75,25188.5,0.43,211,0.05,1399.36,1275.37,0.5,2,4,30,0.15,79,132,44,22,40,10.81,33,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,2,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,3,0.2,4,7,4,6,5,0,3,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,1,0,0,4,0.17,9,16,7,8,6,0,5,FALSE
0,3,4,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,0,2,1,28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,0.5,1,2,9,0.2,19,32,12,10,10,0,8,FALSE
2,3,2,0,0,4,2,0.22,2,2.0,2,1,7,1,0,9,0,2,1,15.92,8.64,1189.32,0.05,33,0.12,66.07,137.61,0.5,1,2,7,0.15,11,22,7,11,13,0,9,FALSE
0,1,3,0,0,0,1,0.17,0,0,1,1,4,1,0,6,1,1,1,26.28,5.6,824.03,0.05,36,0.18,45.78,147.15,1,0,0,5,0.13,16,20,10,7,8,0,6,FALSE
2,1,3,0,2,0,1,0.2,0,0,1,1,4,1,0,5,1,1,1,26.48,5.45,787.8,0.05,34,0.18,43.77,144.43,1,0,0,5,0.1,15,19,11,8,10,28.57,5,FALSE
21,41,28,0,11,64,22,0.2,30,2.13,19,0.86,151,8,0.33,111,1,16,0.73,141.86,34.57,169489.04,1.63,715,0.03,9416.06,4903.46,0.36,17,32,131,0.15,265,450,92,24,144,9.02,111,TRUE
0,1,0,0,1,0,1,0.5,0,0,1,1,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,33.33,2,FALSE
27,51,45,3,2,62,30,0.14,30,2.07,23,0.77,229,14,0.45,211,0,27,0.9,195.9,54.54,582830.35,3.56,1413,0.02,32379.46,10685.45,0.47,16,31,201,0.12,556,857,158,31,246,2.31,214,TRUE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,8.67,4.5,175.5,0.01,13,0.22,9.75,39,1,0,0,4,0.2,3,10,2,6,5,0,4,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,0,3,FALSE
0,1,4,0,0,0,1,0.14,0,0,1,1,5,1,0,7,0,1,1,25.78,5.5,779.78,0.05,34,0.18,43.32,141.78,1,0,0,6,0.13,11,23,9,9,8,0,7,FALSE
0,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,0,1,1,13.29,3,119.59,0.01,12,0.33,6.64,39.86,1,0,0,3,0.2,4,8,4,6,5,25,3,FALSE
0,3,3,0,0,4,2,0.5,2,2.0,2,1,9,1,0,4,2,2,1,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,0.5,1,2,9,0.33,9,16,7,8,6,0,4,FALSE
4,11,6,0,15,18,6,0.24,8,2.25,4,0.67,27,1,0,25,2,6,1,24.1,24.7,14702.26,0.2,117,0.04,816.79,595.23,0.17,5,9,23,0.13,39,78,15,19,45,37.5,25,FALSE
1,4,6,0,0,0,3,0.2,0,0,2,0.67,13,1,0,15,0,2,0.67,34.5,6.46,1440.31,0.07,48,0.15,80.02,222.91,0.33,0,0,12,0.17,14,34,13,12,18,0,15,FALSE
6,13,10,0,4,22,7,0.3,10,2.2,7,1,52,3,0.33,23,2,7,1,50.81,21.22,22872.08,0.36,192,0.05,1270.67,1078.02,0.43,6,11,47,0.2,67,125,30,19,35,14.81,23,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
5,21,14,0,3,38,11,0.27,18,2.11,10,0.91,66,1,0,41,1,11,1,58.14,23.94,33320.87,0.46,243,0.04,1851.16,1391.88,0.09,10,19,57,0.22,79,164,33,20,50,6.82,41,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,0,3,FALSE
1,6,5,0,1,4,4,0.27,2,2.0,2,0.5,16,1,0,15,0,2,0.5,37.99,9.39,3349.04,0.12,72,0.11,186.06,356.7,0.25,1,2,14,0.21,26,46,18,13,19,6.25,15,FALSE
11,40,18,9,12,58,22,0.19,28,2.07,19,0.86,138,15,0.67,105,0,19,0.86,75.75,43.23,141550.33,1.09,529,0.02,7863.91,3274.42,0.68,15,29,118,0.16,166,363,48,25,140,16.67,114,TRUE
20,25,29,2,18,36,14,0.13,18,2.0,9,0.64,102,5,0.31,102,0,12,0.86,163.29,25.13,103097.32,1.37,590,0.04,5727.63,4102.97,0.36,9,18,90,0.1,233,357,102,22,144,16.39,104,FALSE
5,23,9,0,0,34,12,0.43,12,2.83,10,0.83,57,7,0.55,28,3,11,0.92,47.44,22.67,24374.21,0.36,186,0.04,1354.12,1075.33,0.58,11,17,47,0.34,68,118,33,22,35,0,28,FALSE
2,7,6,0,5,12,4,0.33,6,2.0,4,1,19,1,0,12,1,3,0.75,28.84,11.5,3814.64,0.11,69,0.09,211.92,331.71,0.25,3,6,17,0.19,23,46,14,14,21,29.41,12,TRUE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
19,18,23,0,1,16,11,0.13,8,2.0,9,0.82,79,7,0.6,88,2,8,0.73,151.9,21.7,71508.8,1.1,504,0.05,3972.71,3295.74,0.64,4,8,70,0.1,194,310,76,17,109,1.12,88,FALSE
0,1,7,0,0,0,1,0.07,0,0,1,1,21,1,0,14,3,1,1,86.1,7.84,5292,0.23,135,0.13,294,675,1,0,0,22,0.06,56,79,25,7,16,0,14,FALSE
2,6,4,0,0,4,4,0.25,2,2.0,3,0.75,16,1,0,16,0,2,0.5,25.41,14,4980.42,0.12,74,0.07,276.69,355.74,0.25,1,2,14,0.21,28,46,14,14,19,0,16,TRUE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,1,1,10.87,3.5,133.14,0.01,12,0.29,7.4,38.04,1,0,0,4,0.2,2,10,2,7,5,0,4,FALSE
1,3,5,0,1,4,2,0.22,2,2.0,2,1,12,1,0,9,1,2,1,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,0.5,1,2,12,0.17,22,41,13,14,12,10,9,FALSE
0,5,4,0,0,8,3,0.18,4,2.0,3,1,15,3,1,17,1,2,0.67,24.56,12.25,3685.14,0.1,64,0.08,204.73,300.83,1,2,4,14,0.17,21,43,12,14,18,0,17,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,3,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,1,1,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,1,0,0,4,0.17,12,15,10,7,6,0,5,FALSE
0,4,3,1,0,0,3,0.3,0,0,2,0.67,10,1,0,9,0,2,0.67,16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,0.33,0,0,9,0.27,6,23,5,12,11,10,10,FALSE
9,11,13,0,9,8,8,0.1,4,2.0,5,0.63,43,1,0,79,2,7,0.88,123.35,19.27,45791.28,0.79,367,0.05,2543.96,2376.59,0.13,2,4,37,0.08,152,215,71,18,102,10.23,79,TRUE
0,7,5,0,0,10,4,0.29,4,2.5,2,0.5,19,3,0.67,14,1,2,0.5,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,0.75,3,5,17,0.27,23,42,15,13,15,0,14,FALSE
0,1,1,0,1,0,1,0.25,0,0,1,1,2,1,0,4,0,1,1,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.17,3,9,2,8,6,20,4,FALSE
8,9,13,0,1,16,5,0.11,8,2.0,5,1,68,1,0,44,0,5,1,72.83,29.48,63297.51,0.72,348,0.03,3516.53,2147.13,0.2,4,8,65,0.09,134,214,50,22,54,2.22,44,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,1,1,3.62,5,90.47,0.01,7,0.2,5.03,18.09,1,0,0,2,0.25,2,5,1,5,4,0,3,FALSE
3,9,7,0,0,16,5,0.33,8,2.0,5,1,27,1,0,15,3,5,1,42.6,12.5,6656.28,0.18,103,0.08,369.79,532.5,0.2,4,8,24,0.26,35,68,21,15,19,0,15,FALSE
1,7,9,0,0,12,4,0.33,6,2.0,4,1,24,1,0,12,3,4,1,44.33,7.33,2383.85,0.11,70,0.14,132.44,325.07,0.25,3,6,22,0.29,22,48,15,10,14,0,12,FALSE
0,1,1,0,0,0,1,0.13,0,0,1,1,2,1,0,8,0,1,1,9.34,9.63,864.89,0.03,23,0.1,48.05,89.86,1,0,0,3,0.11,7,16,4,11,9,0,8,FALSE
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,0,0,3.74,6,134.75,0.01,8,0.17,7.49,22.46,1,0,0,3,0.25,2,6,1,6,4,0,3,FALSE
0,3,6,0,0,4,2,0.18,2,2.0,2,1,13,1,0,11,0,1,0.5,34.43,7.86,2125.46,0.09,59,0.13,118.08,270.51,0.5,1,2,13,0.17,22,37,14,10,12,0,11,FALSE
10,12,20,0,5,16,7,0.15,8,2.0,7,1,53,3,0.33,47,0,6,0.86,100.52,18.02,32631.05,0.6,289,0.06,1812.84,1811.1,0.43,4,8,48,0.11,110,179,58,19,63,9.62,47,FALSE
1,3,3,0,0,4,2,0.25,2,2.0,2,1,9,1,0,8,1,1,0.5,18.67,7.71,1110.86,0.05,36,0.13,61.71,144,0.5,1,2,9,0.2,12,24,7,9,10,0,8,FALSE
